"subject","section","sessionTitle","date","presentCount","totalCount","pct"
"Probability and Statistics","CDU Batch-1 - S-013","Data Visualization Implementation","2026-07-07","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-013","Practice Session - Basics of Probability","2026-07-07","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-013","Basics of Probability","2026-07-06","51","60","85"
"Probability and Statistics","CDU Batch-1 - S-013","Practice Session - Basics of Probability","2026-07-06","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-013","Measures of Variability Implementation Practice Session","2026-07-02","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-013","Skewness and Outliers","2026-06-29","32","60","53.3"
"Probability and Statistics","CDU Batch-1 - S-013","Measures of Variability","2026-06-25","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-013","Measures of Central Tendency Implementation","2026-06-22","4","60","6.7"
"Probability and Statistics","CDU Batch-1 - S-013","Measures of Central Tendency","2026-06-20","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-013","Practice Session - Measures of Central Tendency","2026-06-20","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-013","Data Visualization - II","2026-06-18","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-013","Data Visualization - I","2026-06-16","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-013","Practice session - Introduction to Statistics & Datasets","2026-06-16","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-013","Introduction to Probability & Statistics in ML","2026-06-13","12","60","20"
"Probability and Statistics","CDU Batch-1 - S-013","Practice session - Introduction to Statistics & Datasets","2026-06-12","13","60","21.7"
"Probability and Statistics","CDU Batch-1 - S-013","Introduction to Probability & Statistics in ML","2026-06-11","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-013","Practice session - Introduction to Statistics & Datasets","2026-06-11","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-014","Normal Distribution - I","2026-08-20","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Variability Implementation Practice Session","2026-08-12","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session Baye's Theorem and counting principles","2026-08-08","31","60","51.7"
"Probability and Statistics","CDU Batch-1 - S-014","Fundamentals of Probability Implementation","2026-08-04","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-014","Fundamentals of Probability Implementation","2026-08-03","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-014","Poisson Distribution","2026-08-03","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session Baye's Theorem and counting principles","2026-08-03","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-014","Binomial Distribution","2026-07-31","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session Baye's Theorem and counting principles","2026-07-30","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-014","Continuous Random Variables","2026-07-29","33","60","55"
"Probability and Statistics","CDU Batch-1 - S-014","Module_Quiz_2","2026-07-29","38","60","63.3"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session Baye's Theorem and counting principles","2026-07-29","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session Baye's Theorem and counting principles","2026-07-27","36","60","60"
"Probability and Statistics","CDU Batch-1 - S-014","Discrete Random Variables","2026-07-23","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-014","Baye's Theorem and counting principles","2026-07-21","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-014","Skewness & Outliers Implementation","2026-07-20","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-014","Baye's Theorem and counting principles","2026-07-18","33","60","55"
"Probability and Statistics","CDU Batch-1 - S-014","Skewness & Outliers Implementation","2026-07-18","51","60","85"
"Probability and Statistics","CDU Batch-1 - S-014","Law of Partition and Total Probability","2026-07-17","52","60","86.7"
"Probability and Statistics","CDU Batch-1 - S-014","Conditional Probability","2026-07-16","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session - Basics of Probability","2026-07-16","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Variability Implementation Practice Session","2026-07-14","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Variability Implementation","2026-07-13","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session - Basics of Probability","2026-07-13","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-014","Module_Quiz_1","2026-07-09","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-014","Probability Rules & Theorems","2026-07-09","52","60","86.7"
"Probability and Statistics","CDU Batch-1 - S-014","Basics of Probability","2026-07-08","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session - Basics of Probability","2026-07-08","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Central Tendency","2026-07-07","38","60","63.3"
"Probability and Statistics","CDU Batch-1 - S-014","Data Visualization Implementation","2026-07-06","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-014","Data Visualization Implementation","2026-07-03","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session - Measures of Central Tendency","2026-06-29","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-014","Skewness and Outliers","2026-06-29","36","60","60"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Variability","2026-06-27","27","60","45"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Variability","2026-06-25","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-014","Practice Session - Measures of Central Tendency","2026-06-24","38","60","63.3"
"Probability and Statistics","CDU Batch-1 - S-014","Measures of Central Tendency Implementation","2026-06-22","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-014","Data Visualization - II","2026-06-19","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-014","Data Visualization - I","2026-06-17","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-014","Introduction to Probability & Statistics in ML","2026-06-15","8","60","13.3"
"Probability and Statistics","CDU Batch-1 - S-014","Introduction to Probability & Statistics in ML","2026-06-12","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-015","Normal Distribution - I","2026-08-20","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-08-08","21","60","35"
"Probability and Statistics","CDU Batch-1 - S-015","Fundamentals of Probability Implementation","2026-08-04","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-015","Poisson Distribution","2026-08-04","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-015","Fundamentals of Probability Implementation","2026-08-03","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-08-03","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-015","Binomial Distribution","2026-07-31","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-07-30","52","60","86.7"
"Probability and Statistics","CDU Batch-1 - S-015","Continuous Random Variables","2026-07-29","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Module_Quiz_2","2026-07-29","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-07-29","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-015","Discrete Random Variables","2026-07-27","54","60","90"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-07-27","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-015","Skewness & Outliers Implementation","2026-07-23","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Baye's Theorem and counting principles","2026-07-22","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-015","Skewness & Outliers Implementation","2026-07-22","50","60","83.3"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session Baye's Theorem and counting principles","2026-07-21","54","60","90"
"Probability and Statistics","CDU Batch-1 - S-015","Baye's Theorem and counting principles","2026-07-20","50","60","83.3"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session - Basics of Probability","2026-07-18","34","60","56.7"
"Probability and Statistics","CDU Batch-1 - S-015","Law of Partition and Total Probability","2026-07-17","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session - Basics of Probability","2026-07-17","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Conditional Probability","2026-07-16","53","60","88.3"
"Probability and Statistics","CDU Batch-1 - S-015","Measures of Variability Implementation Practice Session","2026-07-15","50","60","83.3"
"Probability and Statistics","CDU Batch-1 - S-015","Measures of Variability Implementation","2026-07-14","51","60","85"
"Probability and Statistics","CDU Batch-1 - S-015","Measures of Central Tendency Implementation","2026-07-09","50","60","83.3"
"Probability and Statistics","CDU Batch-1 - S-015","Module_Quiz_1","2026-07-09","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Probability Rules & Theorems","2026-07-09","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session - Basics of Probability","2026-07-08","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-015","Basics of Probability","2026-07-06","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-015","Data Visualization Implementation","2026-07-06","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Data Visualization Implementation","2026-07-03","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session - Measures of Central Tendency","2026-07-02","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Skewness and Outliers","2026-06-29","52","60","86.7"
"Probability and Statistics","CDU Batch-1 - S-015","Skewness and Outliers","2026-06-27","20","60","33.3"
"Probability and Statistics","CDU Batch-1 - S-015","Measures of Variability","2026-06-24","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-015","Practice Session - Measures of Central Tendency","2026-06-24","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-015","Measures of Central Tendency","2026-06-22","51","60","85"
"Probability and Statistics","CDU Batch-1 - S-015","Data Visualization - II","2026-06-19","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-015","Data Visualization - II","2026-06-17","17","60","28.3"
"Probability and Statistics","CDU Batch-1 - S-015","Data Visualization - I","2026-06-16","10","60","16.7"
"Probability and Statistics","CDU Batch-1 - S-015","Introduction to Probability & Statistics in ML","2026-06-13","7","60","11.7"
"Probability and Statistics","CDU Batch-1 - S-015","Introduction to Probability & Statistics in ML","2026-06-11","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-016","Fundamentals of Probability Implementation","2026-08-20","43","76","56.6"
"Probability and Statistics","CDU Batch-1 - S-016","Fundamentals of Probability Implementation","2026-08-19","34","76","44.7"
"Probability and Statistics","CDU Batch-1 - S-016","Normal Distribution - I","2026-08-19","51","76","67.1"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session Poisson Distribution","2026-08-19","29","76","38.2"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session Baye's Theorem and counting principles","2026-08-08","38","76","50"
"Probability and Statistics","CDU Batch-1 - S-016","Poisson Distribution","2026-08-03","59","76","77.6"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session Baye's Theorem and counting principles","2026-08-03","59","76","77.6"
"Probability and Statistics","CDU Batch-1 - S-016","Binomial Distribution","2026-07-31","55","76","72.4"
"Probability and Statistics","CDU Batch-1 - S-016","Continuous Random Variables","2026-07-29","53","76","69.7"
"Probability and Statistics","CDU Batch-1 - S-016","Module_Quiz_2","2026-07-29","46","76","60.5"
"Probability and Statistics","CDU Batch-1 - S-016","Continuous Random Variables","2026-07-28","57","76","75"
"Probability and Statistics","CDU Batch-1 - S-016","Discrete Random Variables","2026-07-27","61","76","80.3"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session Baye's Theorem and counting principles","2026-07-27","36","76","47.4"
"Probability and Statistics","CDU Batch-1 - S-016","Skewness & Outliers Implementation","2026-07-23","63","76","82.9"
"Probability and Statistics","CDU Batch-1 - S-016","Baye's Theorem and counting principles","2026-07-22","66","76","86.8"
"Probability and Statistics","CDU Batch-1 - S-016","Skewness & Outliers Implementation","2026-07-22","68","76","89.5"
"Probability and Statistics","CDU Batch-1 - S-016","Baye's Theorem and counting principles","2026-07-20","37","76","48.7"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Variability Implementation Practice Session","2026-07-18","41","76","53.9"
"Probability and Statistics","CDU Batch-1 - S-016","Law of Partition and Total Probability","2026-07-16","61","76","80.3"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Variability Implementation","2026-07-15","59","76","77.6"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session - Basics of Probability","2026-07-15","56","76","73.7"
"Probability and Statistics","CDU Batch-1 - S-016","Conditional Probability","2026-07-14","50","76","65.8"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Central Tendency Implementation","2026-07-11","39","76","51.3"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session - Measures of Central Tendency","2026-07-11","38","76","50"
"Probability and Statistics","CDU Batch-1 - S-016","Module_Quiz_1","2026-07-09","1","76","1.3"
"Probability and Statistics","CDU Batch-1 - S-016","Probability Rules & Theorems","2026-07-08","68","76","89.5"
"Probability and Statistics","CDU Batch-1 - S-016","Basics of Probability","2026-07-07","57","76","75"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session - Basics of Probability","2026-07-07","58","76","76.3"
"Probability and Statistics","CDU Batch-1 - S-016","Data Visualization Implementation","2026-07-06","40","76","52.6"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session - Measures of Central Tendency","2026-07-06","32","76","42.1"
"Probability and Statistics","CDU Batch-1 - S-016","Data Visualization Implementation","2026-07-03","45","76","59.2"
"Probability and Statistics","CDU Batch-1 - S-016","Practice Session - Measures of Central Tendency","2026-07-03","55","76","72.4"
"Probability and Statistics","CDU Batch-1 - S-016","Skewness and Outliers","2026-06-27","44","76","57.9"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Variability","2026-06-25","63","76","82.9"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Variability","2026-06-23","34","76","44.7"
"Probability and Statistics","CDU Batch-1 - S-016","Measures of Central Tendency","2026-06-20","37","76","48.7"
"Probability and Statistics","CDU Batch-1 - S-016","Data Visualization - II","2026-06-17","6","76","7.9"
"Probability and Statistics","CDU Batch-1 - S-016","Practice session - Introduction to Statistics & Datasets","2026-06-16","4","76","5.3"
"Probability and Statistics","CDU Batch-1 - S-016","Data Visualization - I","2026-06-15","8","76","10.5"
"Probability and Statistics","CDU Batch-1 - S-016","Introduction to Probability & Statistics in ML","2026-06-13","8","76","10.5"
"Probability and Statistics","CDU Batch-1 - S-016","Practice session - Introduction to Statistics & Datasets","2026-06-13","8","76","10.5"
"Probability and Statistics","CDU Batch-1 - S-016","Introduction to Probability & Statistics in ML","2026-06-12","8","76","10.5"
"Probability and Statistics","CDU Batch-1 - S-017","Normal Distribution - I","2026-08-19","24","60","40"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session Baye's Theorem and counting principles","2026-08-08","27","60","45"
"Probability and Statistics","CDU Batch-1 - S-017","Poisson Distribution","2026-08-04","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session Poisson Distribution","2026-08-04","39","60","65"
"Probability and Statistics","CDU Batch-1 - S-017","Binomial Distribution","2026-08-01","38","60","63.3"
"Probability and Statistics","CDU Batch-1 - S-017","Fundamentals of Probability Implementation","2026-08-01","29","60","48.3"
"Probability and Statistics","CDU Batch-1 - S-017","Fundamentals of Probability Implementation","2026-07-31","38","60","63.3"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session Baye's Theorem and counting principles","2026-07-31","31","60","51.7"
"Probability and Statistics","CDU Batch-1 - S-017","Continuous Random Variables","2026-07-30","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session Baye's Theorem and counting principles","2026-07-30","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Module_Quiz_2","2026-07-29","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-017","Continuous Random Variables","2026-07-28","30","60","50"
"Probability and Statistics","CDU Batch-1 - S-017","Discrete Random Variables","2026-07-23","39","60","65"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session Baye's Theorem and counting principles","2026-07-22","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-017","Baye's Theorem and counting principles","2026-07-21","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Law of Partition and Total Probability","2026-07-18","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Conditional Probability","2026-07-17","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Basics of Probability","2026-07-17","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-017","Skewness & Outliers Implementation","2026-07-17","49","60","81.7"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Basics of Probability","2026-07-16","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-017","Skewness & Outliers Implementation","2026-07-16","50","60","83.3"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Variability Implementation Practice Session","2026-07-15","39","60","65"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Variability Implementation","2026-07-11","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Basics of Probability","2026-07-11","34","60","56.7"
"Probability and Statistics","CDU Batch-1 - S-017","Probability Rules & Theorems","2026-07-11","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-017","Module_Quiz_1","2026-07-09","33","60","55"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Measures of Central Tendency","2026-07-09","54","60","90"
"Probability and Statistics","CDU Batch-1 - S-017","Probability Rules & Theorems","2026-07-09","1","60","1.7"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Central Tendency Implementation","2026-07-08","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Measures of Central Tendency","2026-07-08","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Data Visualization Implementation","2026-07-07","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Basics of Probability","2026-07-06","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-017","Basics of Probability","2026-07-03","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Measures of Central Tendency","2026-07-02","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Measures of Central Tendency","2026-07-01","30","60","50"
"Probability and Statistics","CDU Batch-1 - S-017","Skewness and Outliers","2026-07-01","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-017","Skewness and Outliers","2026-06-29","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Variability Implementation Practice Session","2026-06-25","39","60","65"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Variability","2026-06-24","32","60","53.3"
"Probability and Statistics","CDU Batch-1 - S-017","Measures of Central Tendency","2026-06-19","10","60","16.7"
"Probability and Statistics","CDU Batch-1 - S-017","Practice Session - Measures of Central Tendency","2026-06-19","10","60","16.7"
"Probability and Statistics","CDU Batch-1 - S-017","Data Visualization - II","2026-06-18","11","60","18.3"
"Probability and Statistics","CDU Batch-1 - S-017","Data Visualization - I","2026-06-16","2","60","3.3"
"Probability and Statistics","CDU Batch-1 - S-017","Practice session - Introduction to Statistics & Datasets","2026-06-15","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-017","Introduction to Probability & Statistics in ML","2026-06-13","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-017","Introduction to Probability & Statistics in ML","2026-06-12","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session Poisson Distribution","2026-08-20","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-018","Normal Distribution - I","2026-08-19","33","60","55"
"Probability and Statistics","CDU Batch-1 - S-018","Poisson Distribution","2026-08-03","34","60","56.7"
"Probability and Statistics","CDU Batch-1 - S-018","Binomial Distribution","2026-08-01","21","60","35"
"Probability and Statistics","CDU Batch-1 - S-018","Fundamentals of Probability Implementation","2026-08-01","36","60","60"
"Probability and Statistics","CDU Batch-1 - S-018","Fundamentals of Probability Implementation","2026-07-31","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-018","Fundamentals of Probability Implementation","2026-07-30","40","60","66.7"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session Baye's Theorem and counting principles","2026-07-30","28","60","46.7"
"Probability and Statistics","CDU Batch-1 - S-018","Module_Quiz_2","2026-07-29","34","60","56.7"
"Probability and Statistics","CDU Batch-1 - S-018","Continuous Random Variables","2026-07-28","48","60","80"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session Baye's Theorem and counting principles","2026-07-28","43","60","71.7"
"Probability and Statistics","CDU Batch-1 - S-018","Discrete Random Variables","2026-07-27","34","60","56.7"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session Baye's Theorem and counting principles","2026-07-23","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-018","Skewness & Outliers Implementation","2026-07-23","35","60","58.3"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session Baye's Theorem and counting principles","2026-07-22","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-018","Skewness & Outliers Implementation","2026-07-22","30","60","50"
"Probability and Statistics","CDU Batch-1 - S-018","Baye's Theorem and counting principles","2026-07-21","45","60","75"
"Probability and Statistics","CDU Batch-1 - S-018","Baye's Theorem and counting principles","2026-07-20","39","60","65"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Basics of Probability","2026-07-16","46","60","76.7"
"Probability and Statistics","CDU Batch-1 - S-018","Law of Partition and Total Probability","2026-07-15","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-018","Conditional Probability","2026-07-14","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Basics of Probability","2026-07-14","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Variability Implementation","2026-07-13","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Variability Implementation Practice Session","2026-07-13","78","120","65"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Central Tendency Implementation","2026-07-11","30","60","50"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Measures of Central Tendency","2026-07-11","28","60","46.7"
"Probability and Statistics","CDU Batch-1 - S-018","Module_Quiz_1","2026-07-09","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-018","Probability Rules & Theorems","2026-07-09","47","60","78.3"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Basics of Probability","2026-07-07","37","60","61.7"
"Probability and Statistics","CDU Batch-1 - S-018","Data Visualization Implementation","2026-07-06","41","60","68.3"
"Probability and Statistics","CDU Batch-1 - S-018","Basics of Probability","2026-07-03","44","60","73.3"
"Probability and Statistics","CDU Batch-1 - S-018","Data Visualization Implementation","2026-07-03","42","60","70"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Measures of Central Tendency","2026-06-29","26","60","43.3"
"Probability and Statistics","CDU Batch-1 - S-018","Skewness and Outliers","2026-06-29","26","60","43.3"
"Probability and Statistics","CDU Batch-1 - S-018","Skewness and Outliers","2026-06-27","15","60","25"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Variability Implementation Practice Session","2026-06-25","19","60","31.7"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Variability","2026-06-24","13","60","21.7"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Variability","2026-06-20","5","60","8.3"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Measures of Central Tendency","2026-06-20","5","60","8.3"
"Probability and Statistics","CDU Batch-1 - S-018","Measures of Central Tendency","2026-06-19","3","60","5"
"Probability and Statistics","CDU Batch-1 - S-018","Practice Session - Measures of Central Tendency","2026-06-19","3","60","5"
"Probability and Statistics","CDU Batch-1 - S-018","Data Visualization - II","2026-06-18","4","60","6.7"
"Probability and Statistics","CDU Batch-1 - S-018","Data Visualization - I","2026-06-16","3","60","5"
"Probability and Statistics","CDU Batch-1 - S-018","Practice session - Introduction to Statistics & Datasets","2026-06-16","3","60","5"
"Probability and Statistics","CDU Batch-1 - S-018","Introduction to Probability & Statistics in ML","2026-06-15","3","60","5"
"Probability and Statistics","CDU Batch-1 - S-018","Practice session - Introduction to Statistics & Datasets","2026-06-13","1","60","1.7"
"Probability and Statistics","CDU Batch-1 - S-018","Introduction to Probability & Statistics in ML","2026-06-12","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-018","Introduction to Probability & Statistics in ML","2026-06-11","0","60","0"
"Probability and Statistics","CDU Batch-1 - S-019","Poisson Distribution","2026-08-20","18","39","46.2"
"Probability and Statistics","CDU Batch-1 - S-019","Poisson Distribution","2026-08-19","18","39","46.2"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session Baye's Theorem and counting principles","2026-08-04","20","39","51.3"
"Probability and Statistics","CDU Batch-1 - S-019","Binomial Distribution","2026-08-03","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Fundamentals of Probability Implementation","2026-08-01","11","39","28.2"
"Probability and Statistics","CDU Batch-1 - S-019","Fundamentals of Probability Implementation","2026-07-31","15","39","38.5"
"Probability and Statistics","CDU Batch-1 - S-019","Fundamentals of Probability Implementation","2026-07-30","16","39","41"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session Baye's Theorem and counting principles","2026-07-30","21","39","53.8"
"Probability and Statistics","CDU Batch-1 - S-019","Module_Quiz_2","2026-07-29","20","39","51.3"
"Probability and Statistics","CDU Batch-1 - S-019","Skewness & Outliers Implementation","2026-07-29","21","39","53.8"
"Probability and Statistics","CDU Batch-1 - S-019","Continuous Random Variables","2026-07-28","23","39","59"
"Probability and Statistics","CDU Batch-1 - S-019","Discrete Random Variables","2026-07-27","21","39","53.8"
"Probability and Statistics","CDU Batch-1 - S-019","Skewness & Outliers Implementation","2026-07-23","22","39","56.4"
"Probability and Statistics","CDU Batch-1 - S-019","Skewness & Outliers Implementation","2026-07-22","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Baye's Theorem and counting principles","2026-07-21","20","39","51.3"
"Probability and Statistics","CDU Batch-1 - S-019","Baye's Theorem and counting principles","2026-07-20","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session - Basics of Probability","2026-07-18","13","39","33.3"
"Probability and Statistics","CDU Batch-1 - S-019","Law of Partition and Total Probability","2026-07-17","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Conditional Probability","2026-07-16","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session - Basics of Probability","2026-07-16","15","39","38.5"
"Probability and Statistics","CDU Batch-1 - S-019","Probability Rules & Theorems","2026-07-15","19","39","48.7"
"Probability and Statistics","CDU Batch-1 - S-019","Basics of Probability","2026-07-14","11","39","28.2"
"Probability and Statistics","CDU Batch-1 - S-019","Measures of Variability Implementation","2026-07-13","13","39","33.3"
"Probability and Statistics","CDU Batch-1 - S-019","Measures of Variability Implementation Practice Session","2026-07-13","18","39","46.2"
"Probability and Statistics","CDU Batch-1 - S-019","Measures of Central Tendency Implementation","2026-07-11","10","39","25.6"
"Probability and Statistics","CDU Batch-1 - S-019","Module_Quiz_1","2026-07-09","6","39","15.4"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session - Measures of Central Tendency","2026-07-09","10","39","25.6"
"Probability and Statistics","CDU Batch-1 - S-019","Practice Session - Basics of Probability","2026-07-08","4","39","10.3"
"Probability and Statistics","CDU Batch-1 - S-019","Basics of Probability","2026-07-06","2","39","5.1"
